Supplier Name,Status,Score,Line Of Business,Supplier Number,Services,BuildingNm,Street1Addr,Street2Addr,Street3Addr,CityNm,GeographicLocationCd,CountryCd,PostalCd,TelephoneNum,AddressTypeTp,CreBy,CreDttm,SupplierNm,SupplierTypeCd,EmployeesQty,NatureOfBusinessOrServicesTxt,FirmLegalNm,Operated_Under_Other_Business_,OtherBusinessNm,Subsidiary_Affiliate_Firm_,AffiliatesNm,Legal_Query_,LegalQueryDetailsTxt,IncorporationYr,IncorporationCountryCd,CompanyWebsiteUrl
DEAN'S SUPPORT AND SUPPLIES (D.S.S.) LTD. ,NEW,0,"Window envelopesLEVEL 1 (0 - $100,000.00)",LLXWR106385,Industrial Supplies,DEAN'S SUPPORT AND SUPPLIES LTD.,#6 Railway Road ,"Reform Village, Gasparillo ",,GASPARILLO,COUVA/TABAQUITE/TALPARO REGIONAL CORPORATION,TRINIDAD AND TOBAGO,00000,1-868-223-3326,MAILING,dean@wisebuy.info,19/03/2024 2:51:35 PM,DEAN'S SUPPORT AND SUPPLIES (D.S.S.) LTD. ,LIMITED LIABILITY,5,Industrial Supplies,DEAN'S SUPPORT AND SUPPLIES (D.S.S.) LTD. ,NO,,NO,,NO,,1975,TRINIDAD AND TOBAGO,www.dssgo
WENRO ENTERPRISES LIMITED,NEW,0,"Window envelopesLEVEL 1 (0 - $100,000.00)",LLOHW118861,"Construction, Road Works, Supplier of Miscellaneous Items, Cleaning & Maintenance, Landscaping",113B,SADDLE ROAD,,,MARAVAL,DIEGO MARTIN BOROUGH CORPORATION,TRINIDAD AND TOBAGO,00000,8683140095,PRIMARY,developmentalxperts@gmail.com,06/02/2024 11:32:04 AM,WENRO ENTERPRISES LIMITED,LIMITED LIABILITY,10,"Construction, Road Works, Supplier of Miscellaneous Items, Cleaning & Maintenance, Landscaping",WENRO ENTERPRISES LIMITED,NO,,NO,,NO,,2017,TRINIDAD AND TOBAGO,
JARRICK'S C. TRONICS INDUSTRIES LTD,NEW,0,"Window envelopesLEVEL 1 (0 - $100,000.00)",LLUSE111574,"Retail sales and services of office products, and furniture. Stationery supplies, Toner supplies, copier leasing, DATA Cabling, Solar systems etc.",LAL'S BUILDING ,#19  Dutch Fort Scarborough Tobago,#7B Sobers Trace Patience Hill Tobago,,SCARBOROUGH,TOBAGO,TRINIDAD AND TOBAGO,00000,8686352238,PRIMARY,ellis.james@jarricks.com,14/07/2023 12:26:08 PM,JARRICK'S C. TRONICS INDUSTRIES LTD,LIMITED LIABILITY,5,"Retail sales and services of office products, and furniture. Stationery supplies, Toner supplies, copier leasing, DATA Cabling, Solar systems etc.",JARRICK'S C. TRONICS INDUSTRIES LTD,NO,,NO,,NO,,2015,TRINIDAD AND TOBAGO,www.jarricks.com
HARRY D. CHARRAN & COMPANY LIMITED,NEW,0,"Window envelopesLEVEL 1 (0 - $100,000.00)",LLDHA114116,"Books, Uniforms, School & Office Supplies",,,,,,,,,,,vmcharran@gmail.com,02/10/2023 2:51:08 PM,HARRY D. CHARRAN & COMPANY LIMITED,LIMITED LIABILITY,50,"Books, Uniforms, School & Office Supplies",HARRY D. CHARRAN & COMPANY LIMITED,NO,,NO,,NO,,1999,TRINIDAD AND TOBAGO,www.charrans.com
THE OFFICE AUTHORITY LIMITED ,NEW,0,"Window envelopesLEVEL 1 (0 - $100,000.00)",LLQUP100282,"Stationery and Office Supplies
Promotional and Printing Services
Business equipment and Office Furniture ",THE OFFICE AUTHORITY LIMITED,El Socorro Extension Road #1 ,,,SAN JUAN ,SAN JUAN/LAVENTILLE REGIONAL CORPORATION,TRINIDAD AND TOBAGO,00000,8683456333,PRIMARY,robert.chang@officeauthoritygroup.com,08/12/2023 3:48:15 PM,THE OFFICE AUTHORITY LIMITED ,LIMITED LIABILITY,223,"Stationery and Office Supplies
Promotional and Printing Services
Business equipment and Office Furniture ",THE OFFICE AUTHORITY LIMITED ,NO,,NO,ERIC SOLIS MARKETING LIMITED,NO,N/A,2008,TRINIDAD AND TOBAGO,https://officeauthoritygroup.com
EVERSOURCE LIMITED,NEW,0,"Window envelopesLEVEL 1 (0 - $100,000.00)",LLNGF116404,"We offer it’s customers access to one of the widest assortments of provisions supplies in the industry
We source a wide range of fresh, frozen, chilled and dry provisions from all over the world. In addition to staples, we also stock up on ethnic ingredients and foods for your multi-national crew. We also have tight quality control to ensure freshness in our provisions. We constantly monitor our meat and other fresh products so that they are delivered in accordance to strict hygiene standards

HSSE GEAR AND GARMENT PRODUCTION

We can provide quality portable water with competitive price to our valued customers. 
",,,,,,,,,,,anniesa@eversource-int.com,24/04/2024 4:39:39 PM,EVERSOURCE LIMITED,LIMITED LIABILITY,10,"We offer it’s customers access to one of the widest assortments of provisions supplies in the industry
We source a wide range of fresh, frozen, chilled and dry provisions from all over the world. In addition to staples, we also stock up on ethnic ingredients and foods for your multi-national crew. We also have tight quality control to ensure freshness in our provisions. We constantly monitor our meat and other fresh products so that they are delivered in accordance to strict hygiene standards

HSSE GEAR AND GARMENT PRODUCTION

We can provide quality portable water with competitive price to our valued customers. 
",EVERSOURCE LIMITED,NO,,NO,,NO,,2023,TRINIDAD AND TOBAGO,
FRONTLINE PROCUREMENT AND CONTRACTING SERVICES LTD,NEW,0,"Window envelopesLEVEL 1 (0 - $100,000.00)",LLSYA105044,Procurement and Contracting,,"?# 3 Chamroo Trace Extention , Union Village ",Claxton Bay 560611,,CLAXTON BAY,COUVA/TABAQUITE/TALPARO REGIONAL CORPORATION,TRINIDAD AND TOBAGO,00000,377-6893,PRIMARY,frontlineprocurementservices1@gmail.com,08/05/2024 9:15:59 AM,FRONTLINE PROCUREMENT AND CONTRACTING SERVICES LTD,LIMITED LIABILITY,7,Procurement and Contracting,FRONTLINE PROCUREMENT AND CONTRACTING SERVICES LTD,NO,,NO,,NO,,2007,TRINIDAD AND TOBAGO,
ARBUNA MAINTENANCE COMPANY LIMITED,NEW,0,"Window envelopesLEVEL 1 (0 - $100,000.00)",LLHYR100227,Janitorial  / Landscaping & Facilities Maintenance Contractor,,"4 JAIPAUL STREET, ",STE MADELEINE,,SAN FERNANDO,SAN FERNANDO CITY CORPORATION,TRINIDAD AND TOBAGO,000000,698-1231,PRIMARY,amcltrinidad@gmail.com,25/06/2024 3:02:21 PM,ARBUNA MAINTENANCE COMPANY LIMITED,LIMITED LIABILITY,30,Janitorial  / Landscaping & Facilities Maintenance Contractor,ARBUNA MAINTENANCE COMPANY LIMITED,NO,,NO,,NO,,2007,TRINIDAD AND TOBAGO,
DSM SALES AND MARKETING LIMITED,NEW,0,"Window envelopesLEVEL 1 (0 - $100,000.00)",LLGBV105267,"GENERAL SUPPLIES, PERSONAL PROTECTIVE EQUIPMENT, INDUSTRIAL SUPPLIES, JANITORIAL SUPPLIES, OILFIELD SUPPLIES, HARDWARE SUPPLIES,TOOLS,MECHANICAL, SUPPLIES,WORKWEAR,LUBRICANTS,EMBROIDERY, PRINTING, SCREEN PRINTING, MANUFACTURERS OF INDUSTRIAL  GARMENT, ETC",DSM SALES AND MARKETING LIMITED,LP 237 IERE VILLAGE,PRINCES TOWN,,PRINCES TOWN,PRINCES TOWN REGIONAL CORPORATION,TRINIDAD AND TOBAGO,00000,655-2288,MAILING,stein@dsm-tt.com,18/07/2024 10:41:04 AM,DSM SALES AND MARKETING LIMITED,LIMITED LIABILITY,35,"GENERAL SUPPLIES, PERSONAL PROTECTIVE EQUIPMENT, INDUSTRIAL SUPPLIES, JANITORIAL SUPPLIES, OILFIELD SUPPLIES, HARDWARE SUPPLIES,TOOLS,MECHANICAL, SUPPLIES,WORKWEAR,LUBRICANTS,EMBROIDERY, PRINTING, SCREEN PRINTING, MANUFACTURERS OF INDUSTRIAL  GARMENT, ETC",DSM SALES AND MARKETING LIMITED,NO,,NO,,NO,,2006,TRINIDAD AND TOBAGO,www.dsm-tt.com
IESL ENGINEERING LIMITED,NEW,0,"Window envelopesLEVEL 1 (0 - $100,000.00)",LLOAI103666,Civil Works/Construction/Industrial Supplies,IESL ENGINEERING LIMITED,Shop #7 Government Plaza,Corner of Queen and Richmond Street,,PORT OF SPAIN,PORT OF SPAIN CITY CORPORATION,TRINIDAD AND TOBAGO,PO BOX 77,220-0057,PRIMARY,admin@ieslengineering.com,10/07/2024 1:22:14 PM,IESL ENGINEERING LIMITED,LIMITED LIABILITY,10,Civil Works/Construction/Industrial Supplies,IESL ENGINEERING LIMITED,NO,,NO,,NO,,2002,TRINIDAD AND TOBAGO,"25 Paradise Pasture, Victoria West, San Fernando, Trinidad and Tobago"
R AND R TRADING COMPANY LIMITED,NEW,0,"Window envelopesLEVEL 1 (0 - $100,000.00)",LLIIH105027,"Vehicle Sales 
Vehicle Rentals 
Vehicle Repairs and Maintenance 
Supply of Parts 
Building maintenance services and repairs 
Civil Works 
Supply and Rental of Equipment 
Catering services 
Medical supplies.  
Janitorial Services 
Land development 
Transportation (3 - 10 Ton Trucks, Refrigerated and Non refrigerated Trucks, Hiab Trucks, Container Haulage and Pickups)  
Equipment Rentals (Forklifts, Compressors, Lighting towers, Refrigerated Reefer Containers) 
Supply of electronic devices ( Cellphones, computers, laptops, tablets and UPS) 
 Tent, Chair and Table Rentals 
Pressure Washing 
HVAC and AC Supply, Installation and Maintenance
Electrical Installation and Repairs 
Painting 
Fabrication and Welding 
Janitorial services 
Sanitation services. 
Plumbing 
CCTV Camera Installation and service 
Access Control 
Gate motor installation and repair 
Solar Panels and Street Lighting
Solar water pumps 
Wind Energy Products 
Electric Vehicle Charging Stations 
",,41 Southern Main Road,,,MCBEAN,COUVA/TABAQUITE/TALPARO REGIONAL CORPORATION,TRINIDAD AND TOBAGO,00000,+18686361313,,rrtrading3@gmail.com,21/03/2024 12:18:51 PM,R AND R TRADING COMPANY LIMITED,LIMITED LIABILITY,5,"Vehicle Sales 
Vehicle Rentals 
Vehicle Repairs and Maintenance 
Supply of Parts 
Building maintenance services and repairs 
Civil Works 
Supply and Rental of Equipment 
Catering services 
Medical supplies.  
Janitorial Services 
Land development 
Transportation (3 - 10 Ton Trucks, Refrigerated and Non refrigerated Trucks, Hiab Trucks, Container Haulage and Pickups)  
Equipment Rentals (Forklifts, Compressors, Lighting towers, Refrigerated Reefer Containers) 
Supply of electronic devices ( Cellphones, computers, laptops, tablets and UPS) 
 Tent, Chair and Table Rentals 
Pressure Washing 
HVAC and AC Supply, Installation and Maintenance
Electrical Installation and Repairs 
Painting 
Fabrication and Welding 
Janitorial services 
Sanitation services. 
Plumbing 
CCTV Camera Installation and service 
Access Control 
Gate motor installation and repair 
Solar Panels and Street Lighting
Solar water pumps 
Wind Energy Products 
Electric Vehicle Charging Stations 
",R AND R TRADING COMPANY LIMITED ,NO,,NO,,NO,,1998,TRINIDAD AND TOBAGO,www.rollonrolloff.com
LEQUAR CONSTRUCTION SERVICES LIMITED,NEW,0,"Window envelopesLEVEL 1 (0 - $100,000.00)",LLHHJ102052,"GENERAL CONSTRUCTION COMPANY, WELDING & FABRICATION, GRASS CUTTING, JANITORIAL AN LANDSCAPING, BUILDING CONSTRUCTION AND REPAIRS",LEQUAR CONSTRUCTIN SERVICES LIMITED,#1 STONE BRIGHT VILLAGE,MAYARO,,MAYARO,MAYARO/RIO CLARO REGIONAL CORPORATION,TRINIDAD AND TOBAGO,0000,868-431-0005,SECONDARY,admin@lequarconstruction.com,17/07/2024 9:27:52 AM,LEQUAR CONSTRUCTION SERVICES LIMITED,LIMITED LIABILITY,48,"GENERAL CONSTRUCTION COMPANY, WELDING & FABRICATION, GRASS CUTTING, JANITORIAL AN LANDSCAPING, BUILDING CONSTRUCTION AND REPAIRS",LEQUAR CONSTRUCTION SERVICES LIMITED,NO,,NO,,NO,,2021,TRINIDAD AND TOBAGO,www.lequargroup.com
DA PROCUREMENT SOLUTIONS ,NEW,0,"Wire and cable cutting and terminal assembly equipmentLEVEL 1 (0 - $100,000.00)",SPWJI104566,Procurement ,,,,,,,,,,,daprocurementsolutions@gmail.com,09/07/2023 3:05:11 PM,DA PROCUREMENT SOLUTIONS ,SOLE PROPRIETORSHIP,1,Procurement ,DA PROCUREMENT SOLUTIONS ,NO,,NO,,NO,,,TRINIDAD AND TOBAGO,
WESTTEK CONSTRUCTION & SUPPLIES LTD,NEW,0,"Wire and cable cutting and terminal assembly equipmentLEVEL 1 (0 - $100,000.00)",LLWVC118443,"Construction. Hygiene. Health. Service Provider. Landscaping, Miscellaneous Works",LP#2,Eric William Drive,Simeon Road,,PETIT VALLEY,DIEGO MARTIN BOROUGH CORPORATION,TRINIDAD AND TOBAGO,00000,18686849595,PRIMARY,westtek.co@gmail.com,22/01/2024 1:45:52 PM,WESTTEK CONSTRUCTION & SUPPLIES LTD,LIMITED LIABILITY,10,"Construction. Hygiene. Health. Service Provider. Landscaping, Miscellaneous Works",WESTTEK CONSTRUCTION & SUPPLIES LTD,NO,,NO,,NO,,2016,TRINIDAD AND TOBAGO,
SPSS ENGINEERING LIMITED,NEW,0,"Wire and cable cutting and terminal assembly equipmentLEVEL 1 (0 - $100,000.00)",LLFKT103782,"Provide engineering products and spares. Provision of Industrial products and consumables; pumps, motors, compressors, valves, gauges, special built packages, OEM spares, instrumentation fittings etc.",,#1 TATECO AVENUE,REFORM GASPARILLO,,SAN FERNANDO,SAN FERNANDO CITY CORPORATION,TRINIDAD AND TOBAGO,00000,289-3976,PRIMARY,sales@spss-eng.com,28/05/2024 8:17:14 AM,SPSS ENGINEERING LIMITED,LIMITED LIABILITY,10,"Provide engineering products and spares. Provision of Industrial products and consumables; pumps, motors, compressors, valves, gauges, special built packages, OEM spares, instrumentation fittings etc.",SPSS ENGINEERING LIMITED,NO,,NO,,NO,,2016,TRINIDAD AND TOBAGO,www.spss-eng.com
KHANICO LIMITED,NEW,0,"Wire and cable cutting and terminal assembly equipmentLEVEL 1 (0 - $100,000.00)",LLNXI106229,"INDUSTRIAL SALES, RIGGING SUPPLY AND SERVICES",KHANICO LIMITED,11-12 HARMONY HALL ROAD,,,GASPARILLO,COUVA/TABAQUITE/TALPARO REGIONAL CORPORATION,TRINIDAD AND TOBAGO,000000,650-4477/225-6468,PRIMARY,dharrie.sankar@khanico.com,10/06/2024 9:31:42 AM,KHANICO LIMITED,LIMITED LIABILITY,25,"INDUSTRIAL SALES, RIGGING SUPPLY AND SERVICES",KHANICO LIMITED,NO,,NO,,NO,,2000,TRINIDAD AND TOBAGO,www.shopkhanico.com
GENSPEC LIMITED,NEW,0,"Wire and cable cutting and terminal assembly equipmentLEVEL 1 (0 - $100,000.00)",LLISD104521,"Genspec Limited meet the needs of the 
commercial and residential market, for Power Generation 
Systems in Trinidad and Tobago and the Caribbean with a 
well trained staff in the field of power generation.",GENSPECLTD@GMAIL.COM,LP#121 Warren Road,,,CUNUPIA,CHAGUANAS BOROUGH CORPORATION,TRINIDAD AND TOBAGO,00000,683-2802,,genspecltd@gmail.com,11/06/2024 10:35:50 AM,GENSPEC LIMITED,LIMITED LIABILITY,16,"Genspec Limited meet the needs of the 
commercial and residential market, for Power Generation 
Systems in Trinidad and Tobago and the Caribbean with a 
well trained staff in the field of power generation.",GENSPEC LIMITED,YES,,YES,,NO,,2001,TRINIDAD AND TOBAGO,
A MOSES & SONS LIMITED,NEW,0,"Wire and cable cutting and terminal assembly equipmentLEVEL 1 (0 - $100,000.00)",LLSAF104450,"Government Contractors, Wholesalers, Agents, Distributors, Products (Safety, Janitorial, Power Tools, Tools and Implements)",A. MOSES & SONS LIMITED,181 Tragarete Road,,,PORT OF SPAIN,PORT OF SPAIN CITY CORPORATION,TRINIDAD AND TOBAGO,0000,"623-4482, 628-8928",,sales@amosestt.com,11/06/2024 12:15:10 PM,A MOSES & SONS LIMITED,LIMITED LIABILITY,15,"Government Contractors, Wholesalers, Agents, Distributors, Products (Safety, Janitorial, Power Tools, Tools and Implements)",A. MOSES & SONS LTD,NO,,NO,,NO,,1957,TRINIDAD AND TOBAGO,amosestt.com
TRINIDAD HYDRAULICS LIMITED,NEW,0,"Wire and cable cutting and terminal assembly equipmentLEVEL 1 (0 - $100,000.00)",LLTFV102260,"Technical Hydraulics Repair Services and Supplies; hose, fittings, custom made seals, oilfield and industrial and more components. ",TRINIDAD HYDRAULICS LIMITED,93 Train Line Road,"Suchit Trace, Penal",,PENAL,PENAL/DEBE REGIONAL CORPORATION,TRINIDAD AND TOBAGO,868,8682219808,PRIMARY,naranjitb@gmail.com,13/06/2024 1:48:42 PM,TRINIDAD HYDRAULICS LIMITED,LIMITED LIABILITY,30,"Technical Hydraulics Repair Services and Supplies; hose, fittings, custom made seals, oilfield and industrial and more components. ",TRINIDAD HYDRAULICS LIMITED,NO,,NO,,NO,,2006,TRINIDAD AND TOBAGO,https://trinidad-hydraulics-limited.business.site/
NEW ISLAND CORPORATION LTD,NEW,0,"Wire and cable cutting and terminal assembly equipmentLEVEL 1 (0 - $100,000.00)",LLBVC118203,"ELECTRICAL, PLUMBING, LIGHTING SALES( DOMESTIC, COMMERCIAL, INDUSTRIAL)
E&I SERVICES",NEW ISLAND CORPORATION LTD,23 Corinth Road,Cocoyea Village,,SAN FERNANDO,SAN FERNANDO CITY CORPORATION,TRINIDAD AND TOBAGO,00000,8686533192,PRIMARY,mshepherd@nicltdad.com,06/02/2024 3:10:47 PM,NEW ISLAND CORPORATION LTD,LIMITED LIABILITY,8,"ELECTRICAL, PLUMBING, LIGHTING SALES( DOMESTIC, COMMERCIAL, INDUSTRIAL)
E&I SERVICES",NEW ISLAND CORPORATION LTD,NO,,NO,,NO,,2007,TRINIDAD AND TOBAGO,WWW.NICLTDAD.COM
ACCURATE WELDING SERVICES LIMITED,NEW,0,"Wire and cable cutting and terminal assembly equipmentLEVEL 1 (0 - $100,000.00)",LLOOJ110048,SALES AND SERVICES OF ELECTRICAL EQUIPMENT,,54 TOOLSIE STREET,,,ST. AUGUSTINE,TUNAPUNA/PIARCO REGIONAL CORPORATION,TRINIDAD AND TOBAGO,00000,8686633555,PRIMARY,chris@awstt.com,13/07/2023 11:23:21 AM,ACCURATE WELDING SERVICES LIMITED,LIMITED LIABILITY,5,SALES AND SERVICES OF ELECTRICAL EQUIPMENT, ACCURATE WELDING SERVICES LIMITED,NO,,NO,,NO,,2011,TRINIDAD AND TOBAGO,accurateweldingservicesltd.com
IN-ELECTRA LIMITED,NEW,0,"Wire and cable cutting and terminal assembly equipmentLEVEL 1 (0 - $100,000.00)",LLRFO104523,"Electrical Engineering, Construction & Maintenance",IN-ELECTRA LIMITED,207C ,Realize Road,,PRINCES TOWN,PRINCES TOWN REGIONAL CORPORATION,TRINIDAD AND TOBAGO,850753,1-868-299-4329,PRIMARY,nazaf@inelectralimited.com,02/10/2023 9:00:40 AM,IN-ELECTRA LIMITED,LIMITED LIABILITY,50,"Electrical Engineering, Construction & Maintenance",IN-ELECTRA LIMITED,NO,,NO,,NO,,2000,TRINIDAD AND TOBAGO,info@inelectralimited.com
ALLIED INDUSTRIAL SUPPLIES COMPANY LIMITED,NEW,0,"Wire and cable cutting and terminal assembly equipmentLEVEL 1 (0 - $100,000.00)",LLPBW106936,"Industrial Products, Hand and Power Tool, Safety, Welding Supplies, Hardware, Home Center, Power Tools Repair, Plant Shop, Agro Chemicals, Pipe Valves and Fittings, Paints and Marine Coating, Hot Line Tools, ",ALLIED INDUSTRIAL SUPPLIES COMPANY LIMITED,2-12 PRINCE CHARLES STREET,SAN FERNANDO,,SAN FERNANDO,SAN FERNANDO CITY CORPORATION,TRINIDAD AND TOBAGO,000000000,8686526900,PRIMARY,aiscl@aiscl.net,15/03/2024 11:20:21 AM,ALLIED INDUSTRIAL SUPPLIES COMPANY LIMITED,LIMITED LIABILITY,55,"Industrial Products, Hand and Power Tool, Safety, Welding Supplies, Hardware, Home Center, Power Tools Repair, Plant Shop, Agro Chemicals, Pipe Valves and Fittings, Paints and Marine Coating, Hot Line Tools, ",ALLIED INDUSTRIAL SUPPLIES COMPANY LIMITED,NO,,YES,,NO,,1999,TRINIDAD AND TOBAGO,alliedhomecenter.com
WESTERN SCIENTIFIC COMPANY LIMITED,NEW,0,"Wire and cable cutting and terminal assembly equipmentLEVEL 1 (0 - $100,000.00)",LLAQI104294,"SALES AND DISTRIBUTION IN THE FOLLOWING AREAS:-
• CLINICAL
• MEDICAL
• VETERINARY
• SCIENTIFIC
• ANALYTICAL
• TEST AND MEASUREMENT
• FURNITURE
• EDUCATION
• AUDIO VISUAL
• CONSULTANCY SERVICES",,"100-101 Bhim and Barry Crescent,","Ramsaran Park,",,CHAGUANAS,CHAGUANAS BOROUGH CORPORATION,TRINIDAD AND TOBAGO,00868,8686120015,PRIMARY,jenna.reds@westscitech.com,10/06/2024 9:58:42 AM,WESTERN SCIENTIFIC COMPANY LIMITED,LIMITED LIABILITY,111,"SALES AND DISTRIBUTION IN THE FOLLOWING AREAS:-
• CLINICAL
• MEDICAL
• VETERINARY
• SCIENTIFIC
• ANALYTICAL
• TEST AND MEASUREMENT
• FURNITURE
• EDUCATION
• AUDIO VISUAL
• CONSULTANCY SERVICES",WESTERN SCIENTIFIC COMPANY LIMITED,NO,,NO,,NO,,1985,TRINIDAD AND TOBAGO,www.westscitech.com
BOATSWAIN OPTIMIZING WELL TRAINING SERVICES LTD,NEW,0,"Wire finderLEVEL 2 ($100,000.01 - $2,000,000.00)",LLDUP104907,WELL MAINTENANCE AND WIRELINE SERVICES,,944 Three Hands,Main Road,,LA BREA,SIPARIA BOROUGH CORPORATION,TRINIDAD AND TOBAGO,000000,8687799011,PRIMARY,boatswain.welltraining@gmail.com,17/06/2024 9:01:28 PM,BOATSWAIN OPTIMIZING WELL TRAINING SERVICES LTD,LIMITED LIABILITY,9,WELL MAINTENANCE AND WIRELINE SERVICES,BOATSWAIN OPTIMIZING WELL TRAINING SERVICES LTD,NO,,NO,,NO,,2019,TRINIDAD AND TOBAGO,
SCHLUMBERGER TRINIDAD INC.,NEW,0,"Wire finderLEVEL 2 ($100,000.01 - $2,000,000.00)",OTWAO106298,Oilfield Services,,"2 1/4 mm South Trunk Rd., La Romain",,,SAN FERNANDO,SAN FERNANDO CITY CORPORATION,TRINIDAD AND TOBAGO,65,224-7716,PRIMARY,jfeys@slb.com,15/01/2024 3:10:22 PM,SCHLUMBERGER TRINIDAD INC.,EXTERNAL COMPANY,285,Oilfield Services,SCHLUMBERGER TRINIDAD INC.,NO,,NO,,NO,,1970,TRINIDAD AND TOBAGO,www.slb.com
801 AUTOMATION CARIBBEAN LIMITED,NEW,0,"Wire finderLEVEL 2 ($100,000.01 - $2,000,000.00)",LLRYO103865,"801 Automation is a Design, Engineering & Project Management Company, which facilitates the following key Services:

-Supply of Process Equipment: Pumps, Instrumentation, Valves
-Renewable Energy Solutions, Control Systems
-We specialize in Electrical & Instrumentation, Mechanical and Civil Engineering Design and Consultancy
-Automation- Design, Engineering and installation of Building Management Systems (BMS)
-Supply Technical support for the Energy Sector.
",CROSS CROSSING CENTRE,#5 Lady Hailes Avenue,,,SAN FERNANDO,SAN FERNANDO CITY CORPORATION,TRINIDAD AND TOBAGO,00000,+1 (868) 707-0801,PRIMARY,info@801automation.com,17/04/2024 3:17:18 PM,801 AUTOMATION CARIBBEAN LIMITED,LIMITED LIABILITY,15,"801 Automation is a Design, Engineering & Project Management Company, which facilitates the following key Services:

-Supply of Process Equipment: Pumps, Instrumentation, Valves
-Renewable Energy Solutions, Control Systems
-We specialize in Electrical & Instrumentation, Mechanical and Civil Engineering Design and Consultancy
-Automation- Design, Engineering and installation of Building Management Systems (BMS)
-Supply Technical support for the Energy Sector.
",801 AUTOMATION CARIBBEAN LIMITED,NO,,NO,,NO,,2009,TRINIDAD AND TOBAGO,https://www.801automation.com/
WEATHERFORD,NEW,0,"Wire finderLEVEL 2 ($100,000.01 - $2,000,000.00)",LLHEV105693,Oil and Gas Products and Services,WEATHERFORD TRINIDAD,LP 7 Guayamare Link Road,West Uriah Butler Highway Charlieville,,CHAGUANAS,CHAGUANAS BOROUGH CORPORATION,TRINIDAD AND TOBAGO,00000,868-665-7152,,psyche.chandler@weatherford.com,09/05/2024 6:15:27 PM,WEATHERFORD,LIMITED LIABILITY,88,Oil and Gas Products and Services,WEATHERFORD TRINIDAD LIMITED,NO,,NO,,NO,,1998,TRINIDAD AND TOBAGO,"https://www.weatherford.com/
"
ROSCO PROCOM LIMITED,NEW,0,"Wire finderLEVEL 2 ($100,000.01 - $2,000,000.00)",LLQUS103771,"Provide a wide range of products and services. The company consist of 4 division for which we support Mechanical & Electrical, Oil & Gas, Rigging, Commercial & Consumer type businesses.",ROSCO PROCOM LIMITED,AMAZON DRIVE ,PT. LISAS INDUSTRIAL ESTATE,TRINIDAD WI.I,COUVA,COUVA/TABAQUITE/TALPARO REGIONAL CORPORATION,TRINIDAD AND TOBAGO,0000,8686367776,SECONDARY,sales@roscopro.com,29/05/2024 12:29:27 PM,ROSCO PROCOM LIMITED,LIMITED LIABILITY,135,"Provide a wide range of products and services. The company consist of 4 division for which we support Mechanical & Electrical, Oil & Gas, Rigging, Commercial & Consumer type businesses.",ROSCO PROCOM LIMITED,NO,,YES,AGOSTINI LIMITED,NO,,1984,TRINIDAD AND TOBAGO,
"AIRWAY TECHNOLOGIES, INC. ",NEW,0,"Wired telecommunications transmitterLEVEL 1 (0 - $100,000.00)",ECRDA103655,telecommunication equipment,"AIRWAY TECHNOLOGIES, INC. ",2350 Litton Lane,Suite 200,,HEBRON,NOT APPLICABLE,UNITED STATES,41048,+1-859-689-0223,PRIMARY,rarchundia@airway.com,12/12/2022 12:20:10 PM,"AIRWAY TECHNOLOGIES, INC. ",EXTERNAL COMPANY,39,telecommunication equipment,"AIRWAY TECHNOLOGIES, INC. ",NO,,NO,,NO,,1992,UNITED STATES,www.airway.com
COM-SURGE NETWORKING SOLUTIONS,NEW,0,"Wired telecommunications transmitterLEVEL 1 (0 - $100,000.00)",SPUWT105648,"An IT and surveillance business providing technology solutions related to security, surveillance networking, and information technology. This includes the supplying, installation, maintenance, and support of surveillance systems, computer solutions, network solutions, and data management systems.",,99C Calder Hall Road,,,SCARBOROUGH,TOBAGO,TRINIDAD AND TOBAGO,00000,868-786-8351,PRIMARY,comsurge@csns-tt.com,31/05/2023 9:52:59 AM,COM-SURGE NETWORKING SOLUTIONS,SOLE PROPRIETORSHIP,10,"An IT and surveillance business providing technology solutions related to security, surveillance networking, and information technology. This includes the supplying, installation, maintenance, and support of surveillance systems, computer solutions, network solutions, and data management systems.",COM-SURGE NETWORKING SOLUTIONS,NO,,NO,,NO,,2010,TRINIDAD AND TOBAGO,
